,name,ID,ALIGN,EYE,HAIR,SEX,ALIVE
6298,Tracy Collins (Earth-616),Public Identity,Good Characters,,,Female Characters,Living Characters
6299,Watcher of the Calishee (Earth-616),Secret Identity,Neutral Characters,,No Hair,,Living Characters
6300,White Noise (Earth-616),Public Identity,Bad Characters,White Eyes,White Hair,Female Characters,Living Characters
6301,Aleksey Lebedev (Earth-616),Secret Identity,Good Characters,Blue Eyes,Brown Hair,Male Characters,Deceased Characters
6302,Axl Nacht (Earth-616),Secret Identity,Bad Characters,Blue Eyes,Blond Hair,Male Characters,Living Characters
6303,Charles Blackwater (Earth-616),Secret Identity,Good Characters,,,Male Characters,Living Characters
6304,Chester Goudal (Earth-616),,Bad Characters,,Red Hair,Male Characters,Deceased Characters
6305,Christine Harris (Earth-616),Public Identity,,,,Female Characters,Living Characters
6306,Daemian Wainscroft (Earth-616),Public Identity,Neutral Characters,Blue Eyes,White Hair,Male Characters,Living Characters
6307,Derrick Wainscroft (Earth-616),Secret Identity,Bad Characters,Brown Eyes,Blond Hair,Male Characters,Living Characters
6308,Elmar Radd (Earth-616),Public Identity,,,Brown Hair,Female Characters,Deceased Characters
6309,Fath (Earth-616),Public Identity,Neutral Characters,Blue Eyes,No Hair,Male Characters,Living Characters
6310,Harry Tabeshaw (Earth-616),Public Identity,Good Characters,,Black Hair,Male Characters,Living Characters
6311,Hiro (Cyburai) (Earth-616),,,,Black Hair,Male Characters,Living Characters
6312,Jartran Radd (Earth-616),Public Identity,Good Characters,Grey Eyes,Bald,Male Characters,Deceased Characters
6313,Jim Sharp (Earth-616),Public Identity,Bad Characters,Green Eyes,Black Hair,Male Characters,Living Characters
6314,Jocko (Earth-616),,Bad Characters,,,Male Characters,Living Characters
6315,Laura Lipton (Earth-616),Public Identity,Neutral Characters,Blue Eyes,Brown Hair,Female Characters,Living Characters
6316,Leslie Anne Shappe (Earth-616),Public Identity,,Brown Eyes,Brown Hair,Female Characters,Living Characters
6317,Michael Shauneghann (Earth-616),Public Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,Living Characters
6318,Mlima (Earth-616),Public Identity,,Brown Eyes,,Female Characters,Living Characters
6319,Mysteria Winters (Earth-616),Secret Identity,Bad Characters,,Blond Hair,Female Characters,Living Characters
6320,Omar Barrenos (Earth-616),Public Identity,Neutral Characters,,Brown Hair,Male Characters,Living Characters
6321,Phobos (Earth-616),,,,,Male Characters,Living Characters
6322,Renee Fuanaro (Earth-616),Public Identity,Good Characters,,Brown Hair,Female Characters,Living Characters
6323,Sally (Earth-616),,Bad Characters,,,Male Characters,Living Characters
6324,Simon Halloway (Earth-616),Public Identity,Good Characters,,,Male Characters,Living Characters
6325,Steven Partridge (Earth-616),Public Identity,Neutral Characters,Blue Eyes,White Hair,,Living Characters
6326,Steven Shaffran (Earth-616),Secret Identity,,,Brown Hair,Male Characters,Deceased Characters
6327,Zahnmorder (Earth-616),Secret Identity,Bad Characters,Brown Eyes,Bald,Male Characters,Deceased Characters
6328,Alexander Ryking (Earth-616),,Bad Characters,,,Male Characters,Living Characters
6329,Baldrick (Earth-616),,,,,Male Characters,Living Characters
6330,Beelzeboul (Earth-616),Secret Identity,Bad Characters,Yellow Eyes,Black Hair,Male Characters,Living Characters
6331,Benjamin Grimm (Doppelganger) (Earth-616),,Bad Characters,,,Male Characters,Living Characters
6332,Combat (Earth-616),Secret Identity,Bad Characters,,Black Hair,Male Characters,Deceased Characters
6333,George Blair (Earth-616),Secret Identity,Bad Characters,Purple Eyes,Purple Hair,Male Characters,Living Characters
6334,Hardball (Imperial Guard) (Earth-616),Secret Identity,Neutral Characters,Black Eyes,No Hair,Male Characters,Living Characters
6335,Host (D.O.A.) (Earth-616),Secret Identity,Bad Characters,Red Eyes,,Male Characters,Living Characters
6336,Joshua Wirtham (Earth-616),Public Identity,Neutral Characters,,,Male Characters,Deceased Characters
6337,Katherine Petrezyn (Earth-616),Secret Identity,Bad Characters,White Eyes,Black Hair,Female Characters,Deceased Characters
6338,Kevin Leonardo (Earth-616),Secret Identity,Bad Characters,Yellow Eyes,No Hair,Male Characters,Living Characters
6339,Lawrence Paxton (Earth-616),Secret Identity,Bad Characters,Green Eyes,Red Hair,Male Characters,Deceased Characters
6340,Lorne Quickfall (Earth-616),Secret Identity,Bad Characters,,Black Hair,Male Characters,Deceased Characters
6341,Lupe (Werewolf) (Earth-616),Secret Identity,Bad Characters,,Black Hair,Female Characters,Deceased Characters
6342,Marilyn Maycroft (Earth-616),Secret Identity,Bad Characters,Blue Eyes,Brown Hair,Female Characters,Living Characters
6343,Melinda Brewer (Earth-616),Public Identity,Neutral Characters,,Red Hair,Female Characters,Living Characters
6344,Miyami (Earth-616),Public Identity,Bad Characters,Brown Eyes,Black Hair,Female Characters,Deceased Characters
6345,Philip Roth (Earth-616),Secret Identity,Bad Characters,,,Male Characters,Living Characters
6346,Raa (Earth-616),,Bad Characters,,Blond Hair,Male Characters,Living Characters
6347,Rachel Dreyfuss (Earth-616),Public Identity,,,Red Hair,Female Characters,Living Characters
6348,Rekrab (Earth-616),Public Identity,,,Brown Hair,Male Characters,Living Characters
6349,Richard Yurocko (Earth-616),Secret Identity,Bad Characters,,Blond Hair,Male Characters,Deceased Characters
6350,Sadae Tsumura (Earth-616),Secret Identity,Bad Characters,Blue Eyes,Pink Hair,Female Characters,Deceased Characters
6351,Samantha Bryant (Earth-616),No Dual Identity,Good Characters,Green Eyes,Red Hair,Female Characters,Living Characters
6352,Stephen Strange (Counter-Earth) (Earth-616),,Bad Characters,Grey Eyes,Black Hair,Male Characters,Living Characters
6353,Strontium-90 (Earth-616),Secret Identity,Bad Characters,,Brown Hair,Male Characters,Living Characters
6354,Super-Ego (Earth-616),Secret Identity,,,No Hair,,Living Characters
6355,Tequila (Earth-616),Secret Identity,Bad Characters,,Black Hair,Female Characters,Deceased Characters
6356,Tess Walker (Earth-616),,Bad Characters,,Blond Hair,Female Characters,Deceased Characters
6357,Thaddeus Paine (Earth-616),Public Identity,Bad Characters,,Grey Hair,Male Characters,Living Characters
6358,Thommanom (Earth-616),Secret Identity,Bad Characters,Red Eyes,No Hair,Male Characters,Deceased Characters
6359,Abadon (Earth-616),,Bad Characters,,Brown Hair,Male Characters,Living Characters
6360,Adrian Lynn (Earth-616),Secret Identity,Neutral Characters,Black Eyes,,Female Characters,Living Characters
6361,Alison Kane (Earth-616),,Good Characters,,,Female Characters,Living Characters
6362,Ambassador (Earth-616),Secret Identity,Good Characters,,Brown Hair,Male Characters,Living Characters
6363,Amie Zamborano (Earth-616),Secret Identity,Bad Characters,Brown Eyes,Black Hair,Female Characters,Living Characters
6364,Anastasia Summit (Earth-616),Secret Identity,Bad Characters,,Red Hair,Female Characters,Living Characters
6365,Arnold Coltrane (Earth-616),,Good Characters,,Brown Hair,Male Characters,Living Characters
6366,Automaton (Earth-616),Secret Identity,Bad Characters,Blue Eyes,No Hair,Male Characters,Living Characters
6367,Banzai (Earth-616),Secret Identity,Bad Characters,Brown Eyes,Black Hair,Male Characters,Living Characters
6368,Bernard Scudder (Earth-616),No Dual Identity,,Blue Eyes,Brown Hair,Male Characters,Living Characters
6369,Carl Brock (Earth-616),Public Identity,Neutral Characters,Green Eyes,,Male Characters,Living Characters
6370,Carver (Earth-616),Secret Identity,Bad Characters,,,Male Characters,Living Characters
6371,Christina Valentino (Earth-616),Public Identity,Good Characters,Blue Eyes,Red Hair,Female Characters,Deceased Characters
6372,Cord Mather (Earth-616),,,,,Male Characters,Deceased Characters
6373,Dilbert Trilby (Earth-616),Public Identity,,,Black Hair,Male Characters,Living Characters
6374,Elias Hargrove (Earth-616),Public Identity,,Brown Eyes,Brown Hair,Male Characters,Living Characters
6375,Emma Malone (Earth-616),Secret Identity,Good Characters,Blue Eyes,White Hair,Female Characters,Living Characters
6376,Fetish (Coven) (Earth-616),Secret Identity,Bad Characters,,Black Hair,Female Characters,Living Characters
6377,Firestryke (Earth-616),Secret Identity,Bad Characters,,Black Hair,Female Characters,Living Characters
6378,Frank Bigelow (Earth-616),Public Identity,Neutral Characters,Blue Eyes,Black Hair,Male Characters,Living Characters
6379,Goodfellow (Earth-616),,Good Characters,Black Eyes,Green Hair,Male Characters,Living Characters
6380,Gray Russell (Earth-616),Secret Identity,Neutral Characters,,Brown Hair,Male Characters,Living Characters
6381,Grimbat (Earth-616),Secret Identity,Bad Characters,,No Hair,Male Characters,Living Characters
6382,Hrinmeer (Earth-616),Public Identity,Bad Characters,Blue Eyes,Blond Hair,Male Characters,Living Characters
6383,Jack Smithers (Earth-616),Secret Identity,Good Characters,,Grey Hair,Male Characters,Living Characters
6384,James David (Earth-616),,Bad Characters,,Black Hair,Male Characters,Living Characters
6385,Judicator (Earth-616),,Neutral Characters,,Red Hair,Female Characters,Living Characters
6386,Keith Chandler (Earth-616),Public Identity,Neutral Characters,Green Eyes,Red Hair,Male Characters,Living Characters
6387,Khairi Ngala (Earth-616),Secret Identity,,,Grey Hair,Male Characters,Living Characters
6388,Lars Dinkelbach (Earth-616),Secret Identity,Good Characters,Brown Eyes,Blond Hair,Male Characters,Living Characters
6389,Leviathan (smuggler) (Earth-616),Secret Identity,Bad Characters,Blue Eyes,,Male Characters,Living Characters
6390,Nanali (Earth-616),,,Black Eyes,Black Hair,Female Characters,Living Characters
6391,Oonagh Mullarkey (Plasmer) (Earth-616),Secret Identity,Good Characters,,Black Hair,Female Characters,Living Characters
6392,Orville Nugent (Earth-616),,,Brown Eyes,Brown Hair,Male Characters,Deceased Characters
6393,Prime Evil (Earth-616),Secret Identity,Bad Characters,,,Male Characters,Living Characters
6394,Ray Chandler (Earth-616),Public Identity,Neutral Characters,Green Eyes,Red Hair,Male Characters,Living Characters
6395,Robert Hagon (Earth-616),Public Identity,,,Black Hair,Male Characters,Living Characters
6396,Roxelana (Earth-616),Public Identity,Good Characters,Blue Eyes,Red Hair,Female Characters,Living Characters
6397,Rubach (Earth-616),,Bad Characters,,,Male Characters,Living Characters
6398,Sablat (Earth-616),Public Identity,Good Characters,,Black Hair,Male Characters,Living Characters
6399,Samuel Wantling (Earth-616),Public Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,Living Characters
6400,Satyr (Coven) (Earth-616),Secret Identity,Bad Characters,,Black Hair,Male Characters,Living Characters
6401,Shelob (Earth-616),No Dual Identity,Bad Characters,,Brown Hair,Female Characters,Living Characters
6402,Steven White (Earth-616),Secret Identity,Good Characters,,Black Hair,Male Characters,Living Characters
6403,Stranger (Shadow Riders) (Earth-616),,Good Characters,,,Male Characters,Living Characters
6404,Tommy (Sleeper) (Earth-616),Secret Identity,Good Characters,,,Male Characters,Living Characters
6405,Ulysses (Pantheon) (Earth-616),Secret Identity,,,Brown Hair,Male Characters,Deceased Characters
6406,Volton (Earth-616),Secret Identity,,,No Hair,Male Characters,Living Characters
6407,Vorin (Earth-616),,Good Characters,,Black Hair,Male Characters,Living Characters
6408,Warden Jzemlico (Earth-616),,Good Characters,,,Male Characters,Living Characters
6409,Zebadiah Creed (Earth-616),Secret Identity,Bad Characters,Amber Eyes,Brown Hair,Male Characters,Deceased Characters
6410,Aaron Thorne (Earth-616),No Dual Identity,Bad Characters,Blue Eyes,Brown Hair,Male Characters,Living Characters
6411,Aloba Dastoor (Earth-616),Secret Identity,Neutral Characters,Brown Eyes,Black Hair,Male Characters,Living Characters
6412,Chu Lo Yan (Earth-616),Public Identity,,,Black Hair,,Living Characters
6413,Codabac (Earth-616),Secret Identity,Bad Characters,,No Hair,Male Characters,Living Characters
6414,Fireball (Earth-616),Secret Identity,Bad Characters,,,Female Characters,Living Characters
6415,Gargantua (Earth-616),Secret Identity,Bad Characters,,Brown Hair,Male Characters,Living Characters
6416,Gravemoss (Earth-616),,Bad Characters,Red Eyes,Grey Hair,Male Characters,Living Characters
6417,Harvest (Maurd) (Earth-616),Secret Identity,Bad Characters,Red Eyes,Bald,Male Characters,Deceased Characters
6418,Jim Young (Earth-616),,Good Characters,,Black Hair,Male Characters,Living Characters
6419,Kenneth Krask (Earth-616),Public Identity,,,Black Hair,Male Characters,Living Characters
6420,Kevin Krask (Earth-616),Public Identity,,,Black Hair,Male Characters,Living Characters
6421,Khult (Earth-616),,Bad Characters,Yellow Eyes,,Male Characters,Living Characters
6422,Killobyte (Lester) (Earth-616),Secret Identity,Bad Characters,,,Male Characters,Living Characters
6423,Laserworks (Earth-616),Secret Identity,Bad Characters,,,Male Characters,Living Characters
6424,Maggie (Mutant) (Earth-616),,,Black Eyes,Brown Hair,Female Characters,Living Characters
6425,Martin Dennis (Earth-616),,Good Characters,,Black Hair,Male Characters,Living Characters
6426,Miho Mikashi (Earth-616),Secret Identity,Neutral Characters,,Black Hair,Female Characters,Living Characters
6427,Pandara (Earth-616),Secret Identity,Bad Characters,Blue Eyes,Red Hair,Female Characters,Living Characters
6428,Patriarch (Earth-616),,Bad Characters,,White Hair,Male Characters,Living Characters
6429,Phantome (Earth-616),Secret Identity,Bad Characters,,Brown Hair,Female Characters,Living Characters
6430,Prime Skrull (Earth-616),Public Identity,Good Characters,Green Eyes,Green Hair,Male Characters,Living Characters
6431,Rover (Mutate) (Earth-616),Secret Identity,Good Characters,,Grey Hair,Male Characters,Living Characters
6432,Saint van Sant (Earth-616),,Bad Characters,,White Hair,Male Characters,Living Characters
6433,Sisyphus (Earth-616),Public Identity,,,Bald,Male Characters,Living Characters
6434,Slaughter Boy (Earth-616),Secret Identity,Bad Characters,Red Eyes,Black Hair,Male Characters,Deceased Characters
6435,Sloane Chase (Earth-616),Public Identity,,,Brown Hair,Male Characters,Living Characters
6436,Tantaro (Earth-616),,Good Characters,,,Male Characters,Living Characters
6437,Virtual ORganism\/Turing EXperiment (Earth-616),,,,,,Living Characters
6438,Xaos (Earth-616),Secret Identity,Bad Characters,,,Female Characters,Living Characters
6439,Xlyym (Earth-616),,Bad Characters,Red Eyes,,,Living Characters
6440,Zakaius (Earth-616),,Bad Characters,,Black Hair,Male Characters,Living Characters
6441,Barbara DeGioia (Earth-616),Secret Identity,Good Characters,Brown Eyes,Black Hair,Female Characters,Living Characters
6442,Beck Lockhart (Earth-616),,Good Characters,,Blond Hair,Female Characters,Deceased Characters
6443,Carl Hollister (Earth-616),Secret Identity,,White Eyes,Blond Hair,Male Characters,Living Characters
6444,Cindy Knutz (Earth-616),No Dual Identity,Good Characters,Blue Eyes,Auburn Hair,Female Characters,Living Characters
6445,Denise Havens (Earth-616),Secret Identity,Good Characters,Brown Eyes,Black Hair,Female Characters,Living Characters
6446,Edward Wong (Earth-616),Secret Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,Living Characters
6447,Fiona Rivera (Earth-616),Secret Identity,Good Characters,Blue Eyes,Brown Hair,Female Characters,Living Characters
6448,Genecide (Earth-616),,,,Brown Hair,Female Characters,Living Characters
6449,Michio Ishimori (Earth-616),,Bad Characters,,Black Hair,Male Characters,Living Characters
6450,Sean Tully (Earth-616),Public Identity,Bad Characters,,,Male Characters,Living Characters
6451,Sickle (Avatars) (Earth-616),Secret Identity,Bad Characters,,Bald,Male Characters,Living Characters
